"Date","All","Black","Hispanic","White"
"Aug-1982","NA","NA","NA","NA"
"Jul-1982","NA","NA","NA","NA"
"Jun-1982","NA","NA","NA","NA"
"May-1982","NA","NA","NA","NA"
"Apr-1982","NA","NA","NA","NA"
"Mar-1982","NA","NA","NA","NA"
"Feb-1982","NA","NA","NA","NA"
"Jan-1982","NA","NA","NA","NA"
"Dec-1981","NA","NA","NA","NA"
"Nov-1981","NA","NA","NA","NA"
"Oct-1981","NA","NA","NA","NA"
"Sep-1981","NA","NA","NA","NA"
"Aug-1981","NA","NA","NA","NA"
"Jul-1981","NA","NA","NA","NA"
"Jun-1981","NA","NA","NA","NA"
"May-1981","NA","NA","NA","NA"
"Apr-1981","NA","NA","NA","NA"
"Mar-1981","NA","NA","NA","NA"
"Feb-1981","NA","NA","NA","NA"
"Jan-1981","NA","NA","NA","NA"
"Dec-1980","NA","NA","NA","NA"
"Nov-1980","NA","NA","NA","NA"
"Oct-1980","NA","NA","NA","NA"
"Sep-1980","NA","NA","NA","NA"
"Aug-1980","NA","NA","NA","NA"
"Jul-1980","NA","NA","NA","NA"
"Jun-1980","NA","NA","NA","NA"
"May-1980","NA","NA","NA","NA"
"Apr-1980","NA","NA","NA","NA"
"Mar-1980","NA","NA","NA","NA"
"Feb-1980","NA","NA","NA","NA"
"Jan-1980","NA","NA","NA","NA"
"Dec-1979","NA","NA","NA","NA"
"Nov-1979","NA","NA","NA","NA"
"Oct-1979","NA","NA","NA","NA"
"Sep-1979","NA","NA","NA","NA"
"Aug-1979","NA","NA","NA","NA"
"Jul-1979","NA","NA","NA","NA"
"Jun-1979","NA","NA","NA","NA"
"May-1979","NA","NA","NA","NA"
"Apr-1979","NA","NA","NA","NA"
"Mar-1979","NA","NA","NA","NA"
"Feb-1979","NA","NA","NA","NA"
"Jan-1979","NA","NA","NA","NA"
"Dec-1978","NA","NA","NA","NA"
